"Case","Case Name","Region","Status","Date Filed","Date Closed","Reason Closed","City","State","Unit ID","Ballot Type","Tally Type","Tally Date","No of Eligible Voters","Void Ballots","Labor Union1","Votes for Labor Union1","Labor Union2","Votes for Labor Union2","Labor Union3","Votes for Labor Union3","Votes Against","Total Ballots Counted","Runoff Required","Challenged Ballots","Challenges are Determinative","Union to Certify","Voting Unit (Unit A)","Voting Unit (Unit B)","Voting Unit (Unit C)","Voting Unit (Unit D)","Employees on charge/petition","Allegations","Union","Unit Sought","Voters","lat","long","formatted_address","accuracy","accuracy_type","source","address_components.city","address_components.county","address_components.state","address_components.zip","address_components.country","seached","lat_jit","long_jit","stable_address_key","match_type"
"09-RC-380656","ZENITH LOGISTICS","Region 09, Cincinnati, Ohio","Open","02/06/2026","","","Louisville","KY","","","","",NA,NA,"General Drivers, Warehousemen and Helpers, Local Union No. 89, affiliated with the International Brotherhood of Teamsters",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","",38,"","","Included: All Grocery Assembly, Perishable Assembly, Freezer Assembly, Salvage, Inventory, Auditors, Sanitation, Bus Driver, Grocery Loading, Perishable Loading, Grocery Receive, Perishable Receive, Freezer Receive.

Excluded: All security,Safety and Supervisors as defined by the Act.",NA,38.25247,-85.753812,"Louisville, KY 40202",1,"place","TIGER/Line® dataset from the US Census Bureau","Louisville","Jefferson County","KY","40202","US",1,38.5234319048983,-85.3431076561875,NA,NA
"09-RC-382722","HOOTEN EQUIPMENT COMPANY, LLC","Region 09, Cincinnati, Ohio","Open","03/12/2026","","","Charleston","WV","A","Single Labor Organization","Initial","04/07/2026",18,NA,"United Association of Journeymen and Apprentices of the Plumbing and Pipe Fitting Industry of the United States and Canada, Local 625, AFL-CIO (PPF)",9,"",NA,"",NA,9,18,"",NA,"","","All full-time and regular part-time service department technicians, installers, and helpers employed by the Employer out of its Charleston, West Virginia facility, excluding all other employees, professional employees, office clerical employees, guards and supervisors as defined in the Act.","","","",15,"","","Included: All full-time and regular part-time service department technicians, installers, and helpers employed by the Employer at its Southern Territories branch located in Charleston, West Virginia. 

Excluded: All other employees, office clericals, guards and supervisors as defined in the Act.",18,38.350719,-81.630359,"Charleston, WV 25301",1,"place","TIGER/Line® dataset from the US Census Bureau","Charleston","Kanawha County","WV","25301","US",1,38.7304624975859,-81.4435257012349,NA,NA
"09-RC-383781","CINCINNATI SHAKESPEARE COMPANY","Region 09, Cincinnati, Ohio","Open","03/27/2026","","","Cincinnati","OH","","","","",NA,NA,"International Alliance of Theatrical Stage Employees and Moving Picture Technicians, Artists and Allied Crafts of the United States and Canada, AFL-CIO (IATSE) Cincinnati Stage Employees, Local 5",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","",18,"","","Included: All technicians including lighting, carpentry, props, costumes/wardrobe and scenic.

Excluded: Office clericals, guards and supervisors as defined by the Act & all other employees.",NA,39.166759,-84.53822,"Cincinnati, OH 45201",1,"place","TIGER/Line® dataset from the US Census Bureau","Cincinnati","Hamilton County","OH","45201","US",1,38.9384819377013,-84.731887992251,NA,NA
"09-RC-386102","AMERICAN ELECTRIC POWER","Region 09, Cincinnati, Ohio","Open","05/01/2026","","","Hurricane","WV","","","","",NA,NA,"International Brotherhood of Electrical Workers, AFL-CIO (IBEW) Local Union No. 978",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","",10,"","","Included: All full time and regular part time Substation Protection & Controls Technician, Substation Protection & Controls Technician I, Substation Protection & Controls Technician II, Protection & Controls Technician Senior, Protection & Controls Technician Specialist Principle, and Substation Protection & Controls Field Technologist employed by American Electric Power.

Excluded: Office clerical employees, confidential employees, professional employees, managerial employees, guards and supervisors as defined in the Act.",NA,38.397097,-81.961657,"Hurricane, WV 25526",1,"place","TIGER/Line® dataset from the US Census Bureau","Hurricane","Putnam County","WV","25526","US",1,38.1790127007616,-82.1650262318946,NA,NA
"09-RC-386287","PETERMANN, LTD/DURHAM","Region 09, Cincinnati, Ohio","Open","05/04/2026","","","Pickerington","OH","","","","",NA,NA,"Teamsters Local No. 284, affiliated with the International Brotherhood of Teamsters",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","",133,"","","Included: Current description.  All bus drivers (including bus driver/trainer), both regular and substitute, regular van drivers. and monitors employed by Petermann, Ltd.

Excluded:  Current Exclusions: All office clerical employees, trainer/assistant branch manager. mechanics. substitute van drivers, and all professional employees, guards and supervisors as defined in the National Labor Relations Act.",NA,39.88423,-82.7535,"Pickerington, OH 43147",1,"place","TIGER/Line® dataset from the US Census Bureau","Pickerington","Fairfield County","OH","43147","US",1,40.1379331308748,-83.0716541250087,NA,NA
"09-RC-386400","JEANNE B MCCOY COMMUNITY CENTER FOR THE ARTS CORPORATION","Region 09, Cincinnati, Ohio","Open","05/05/2026","","","New Albany","OH","","","","",NA,NA,"International Alliance of Theatrical and Stage Employees and Motion Picture Technicians, Artists, and Allied Crafts (IATSE), Local 12",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","",15,"","","Included: All stagehands, including but not limited to: A/V engineers and technicians, FOH/backstage engineers and technicians, riggers, electricians, carpenters, truck loaders, video, props, pushers, audio, forklift operators, aerial lift operators, spotlight operators, cable pagers, scaffold crew, stage build crew, stage/production managers and call stewards at the McCoy Center and Hinson Amphitheater. 

Excluded: Ticket takers, ushers, office staff and personnel, event coordinators, custodial staff, operations, building engineers, concessions, maintenance staff, security and other employees prohibited under the Act",NA,40.085113,-82.814347,"New Albany, OH 43054",1,"place","TIGER/Line® dataset from the US Census Bureau","New Albany","Franklin County","OH","43054","US",1,40.1276374288053,-82.7706285921381,NA,NA
"09-RC-386416","QUALAWASH HOLDINGS, LLC","Region 09, Cincinnati, Ohio","Open","05/06/2026","","","Columbus","OH","A","Single Labor Organization","Initial","05/06/2026",11,NA,"International Brotherhood of Teamsters (IBT), Local Union No. 413",8,"",NA,"",NA,3,11,"",NA,"","","All full-time and regular part-time operations leads, shift leadmen, and tank wash technicians employed at the Employer’s facility located at 1291 West Mound Street, Columbus, Ohio, excluding all other employees, sales employees, office clerical employees, professional employees, guards and supervisors as defined in the National Labor Relations Act.","","","",9,"","","Included:  All tank washers, tank techs, operations leads, water treatment, shift leads.

Excluded:  All other employees.",11,40.100924,-83.013402,"Columbus, OH 43085",1,"place","TIGER/Line® dataset from the US Census Bureau","Columbus","Franklin County","OH","43085","US",1,40.4051863728979,-83.3301899646644,NA,NA
"09-RC-387232","OHIO CVS STORES, L.L.C.","Region 09, Cincinnati, Ohio","Open","05/18/2026","","","Columbus","OH","","","","",NA,NA,"United Food and Commercial Workers International Union Local 1059",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","",11,"","","Included:  All employees employed by the Employer at its 2680 N. High St., Columbus, OH store.

Excluded:  Store managers, asst. store managers, pharmacists, pharmacists-intern & guards (greeters).",NA,40.100924,-83.013402,"Columbus, OH 43085",1,"place","TIGER/Line® from the US Census Bureau","Columbus","Franklin County","OH","43085","US",1,39.6429237568242,-83.3747244916626,NA,NA
"09-RC-387471","AMERICAN ELECTRIC POWER SERVICE CORPORATION","Region 09, Cincinnati, Ohio","Open","05/20/2026","","","Gahanna","OH","","","","",NA,NA,"International Brotherhood of Electrical Workers, AFL-CIO, Local No. 1466",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","",6,"","","Included:  All full-time and regular part-time Protection & Controls Technologist Associate, Protection & Controls Technologist, Protection & Controls Technologist employed by American Electric Power.

Excluded:  All office clerical employees, confidential employees, professional employees, managerial employees, guards and supervisors as defined in the Act.",NA,40.019231,-82.879345,"Gahanna, OH 43230",1,"place","TIGER/Line® from the US Census Bureau","Gahanna","Franklin County","OH","43230","US",1,40.2843900174064,-82.9666927761634,NA,NA
"09-RC-388058","AIRGAS, INC.","Region 09, Cincinnati, Ohio","Open","06/01/2026","","","West Chester","OH","","","","",NA,NA,"Truck Drivers, Chauffeurs and Helpers Local Union No. 100, affiliated with the International Brotherhood of Teamsters",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","",17,"","","Included:  All truck drivers and plant operations employees.

Excluded:  Guards, supervisors as defined by the Act and all other employees.",NA,39.336058,-84.40536,"West Chester, OH 45069",1,"place","TIGER/Line® from the US Census Bureau","West Chester","Butler County","OH","45069","US",1,39.7954893872512,-84.4596276062323,NA,NA
"09-RD-343950","MCDOWELL COUNTY COMMISSION ON AGING, INC.","Region 09, Cincinnati, Ohio","Open","06/07/2024","","","Welch","WV","A","Single Labor Organization","Initial","07/09/2024",NA,NA,"Service Employees International Union (SEIU) District 1199",NA,"",NA,"",NA,NA,NA,"",NA,"","","All full-time and regular part-time and PRN (as needed) service and maintenance employees, including all Personal Care Providers, Certified Nursing Assistants, Nursing Assistants, Homemakers, Home Health Aids, Housekeepers, Respite Workers, Cooks, Cook Helpers and Van Drivers employed by the Employer working in McDowell County, West Virginia; excluding all Registered Nurses, Licensed Practical Nurses, temporary maintenance employees, and all office clerical employees, guards, professional employees and supervisors as defined in the Act.","","","",73,"","","Included:  All full time, part time, and PRN, (as needed), service and maintenance employees including all Personal Care Providers, Certified Nursing Assistants, Nursing Assistants, Homemakers, Home Health Aids, Housekeepers, Respite Workers, Cooks, Cook Helpers and Van Drivers employed by the Employer working in McDowell County, West Virginia.

Excluded:  All Registered Nurses, Licensed Practical Nurses, Office Clerical employees, guards, temporary maintenance, professional employees and supervisors as defined in the Act.",NA,37.43289,-81.58455,"Welch, WV 24801",1,"place","TIGER/Line® dataset from the US Census Bureau","Welch","McDowell County","WV","24801","US",1,37.1153209981894,-81.8822520265534,NA,NA
"09-RD-373895","AMERICAN CRAFT BREWERY, LLC D/B/A SAMUEL ADAMS","Region 09, Cincinnati, Ohio","Open","09/23/2025","","","Cincinnati","OH","","","","",NA,NA,"International Brotherhood of Teamsters (IBT), Local Union No. 1199",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","",23,"","","Included: Blend Technicians

Excluded: All other positions",NA,39.166759,-84.53822,"Cincinnati, OH 45201",1,"place","TIGER/Line® dataset from the US Census Bureau","Cincinnati","Hamilton County","OH","45201","US",1,39.0202691043526,-84.0575865807601,NA,NA
"09-RM-381652","ZENITH LOGISTICS, INC.","Region 09, Cincinnati, Ohio","Open","02/23/2026","","","Louisville","KY","","","","",NA,NA,"General Drivers, Warehousemen and Helpers, Local Union No. 89, affiliated with the International Brotherhood of Teamsters",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","",30,"","","Included:  All full-time and regular part-time Assembly Supervisors, Grocery Receiving Supervisors, Grocery Dock Supervisors, Perishable Load Supervisors, Produce Receiving Supervisors, Freezer Supervisors, Salvage Supervisors, and Food Safety and Sanitation Supervisors located at the Employer's facility at 2000 Nelson Miller Pkwy, Louisville, KY 40223.

Excluded:  All other employees and guards, confidential employees, administration employees, and supervisors as defined by the Act.",NA,38.25247,-85.753812,"Louisville, KY 40202",1,"place","TIGER/Line® dataset from the US Census Bureau","Louisville","Jefferson County","KY","40202","US",1,38.5516734223862,-86.2462533145054,NA,NA
"10-RC-269250","AMAZON.COM SERVICES LLC","Region 10, Atlanta, Georgia","Open","11/20/2020","","","Bessemer","AL","A","Single Labor Organization","Rerun","03/31/2022",6153,59,"Retail, Wholesale, and Department Store, Local 932",875,"",NA,"",NA,993,1868,"",416,"Y","","","","","",1500,"","","Included: All hourly full-time and regular part-time fulfillment center employees including leads and
learning ambassadors.

Excluded: All truck drivers, seasonal employees, temporary employees, clerical employees, professional
employees, managerial employees, engineering employees, maintenance employees, robotics
employees, information technology employees and all supervisors as defined by the Act.",6153,33.402429,-86.951784,"Bessemer, AL 35020",1,"place","TIGER/Line® dataset from the US Census Bureau","Bessemer","Jefferson County","AL","35020","US",1,32.9847777918824,-86.8631234517917,NA,NA
