"Case Name","Case Number","Case Type",City,"Date Closed","Date Filed","Employees on charge/petition","Reason Closed",Region,State,Status,Union,"Unit Sought",Voters
"Tracy Auto, L.P. dba Tracy Toyota",32-RC-260453,R,Tracy,,05/15/2020,15,,"Region 32, Oakland, California",CA,Open,"MACHINISTS AND MECHANICS LODGE NO. 2182, DISTRICT LODGE 190, INTERNATIONAL ASSOCIATION OF MACHINISTS AND AEROSPACE WORKERS, AFL-CIO","Included: All full-time and regular part-time service technicians and lube techs.

Excluded: All others.",37
"Oracle Elevator Holdco, Inc.",12-RC-260930,R,Miami,,05/28/2020,30,,"Region 12, Tampa, Florida",FL,Open,,"Included:  All full-time and regular part-time technicians, mechanics, apprentices, helpers, and warehouse employees engaged in service, repair, and inspection at the Employer's Miami International Airport location.  Excluded:  All other employees, including office clerical employees, customer service associates, sales employees, business development managers, account
managers, confidential employees, professional employees, managerial employees, guards and supervisors as defined in the Act.",27
"Washington Hospital Center Corporation d/b/a MedStar Washington Hospital Center",05-RC-263925,R,Washington,,07/22/2020,61,,"Region 05, Baltimore, Maryland",DC,Open,,"Included:  All Full-time and Part-time Armed and Unarmed Security Officers performing guard duties as defined in section 9(b)(3) of the National Labor Relations Act, employed by MedStar Washington Hospital Center @ 110 Irving St., NW, Washington, D.C. 20010.  

Excluded:  All Office Clerical employees, Professional employees and Supervisors as defined by the Act.",62
"Prime Healthcare Services-Saint Clare’s, LLC -D/B/A Saint Clare’s Hospital",22-RC-261479,R,Denville,,06/09/2020,33,,"Region 22, Newark, New Jersey",NJ,Open,,"Included: All full-time and regular part-time Public Safety Security Officers performing guard functions as defined by Section 9(b)(3) of the Act, employed by the Employer at its facility located at its 3 facilities noted in 11d Excluded: Managerial employees, confidential employees, office clerical employees, professional employees and supervisors as defined in the Act.",22
"Russell Reid Waste Hauling & Disposal Service Company, Inc.",22-RC-261504,R,Keasbey,,06/11/2020,35,,"Region 22, Newark, New Jersey",NJ,Open,,"Included: All full time and part-time field service technicians, mechanics, welders, drivers, and operators.

Excluded: all other employees, including office clerical employees, managerial employees, guards and supervisors as defined by the Act",43
"Westside Plumbing LLC",28-RC-263057,R,Bernalillo,,07/15/2020,30,,"Region 28, Phoenix, Arizona",NM,Open,,"Included:
All  full-time  and  regular  part-time  journeymen  plumbers,  apprentice  plumbers,  and plumber  helpers/laborers  employed  by  the  Employer  out  of  its  facility  located  at  423 Calle Industrial, Bernalillo, NM 87004.

Excluded:
All   other   employees,   office   clerical   employees,   guards,   managerial   employees, supervisors as defined by the Act.

",40
"Savage Services Corporation",21-RD-264617,R,Wilmington,,08/13/2020,124,,"Region 21, Los Angeles, California",CA,Open,"Wholesale Delivery Drivers, General Truck Drivers, Chauffeurs, Sales, Industrial and Allied Workers, Teamsters Local 848, International Brotherhood of Teamsters","Included: all full time and part time drivers,sweeper drivers, tank drivers and mechanics 

Excluded: All other employees such as clerckoffice and manager",126
"Douglas Emmett Management, LLC",31-RM-264449,R,"Santa Monica",,08/11/2020,4,,"Region 31, Los Angeles, California",CA,Open,,"Included: All full time, regular and part-time, temporary or extra maintenance engineers employed by the Employer at Douglas Emmett buildings: 120 N Broadway, Santa Monica, CA 90401; 201 Santa Monica Blvd., Santa Monica, CA 90401; 1333 2nd Street, Santa Monica, CA
90401; and 429 Santa Monica Blvd., Santa Monica, CA 90401.

Excluded: All other Employees, janitorial, porters, office clerical, guards and supervisors defined in the Act, as amended.",4
"Allan Bros., Inc.",19-RC-265331,R,Naches,,08/27/2020,230,,"Region 19, Seattle, Washington",WA,Open,,"Included:  

All full-time and regular employees working at the 31 Allan Rd., Naches, WA  98937 location, in the classifications of production, box makers and repack.  

Excluded:  

All office clerical, information systems, accounting, truck drivers, fork lift operators, maintenance, shipping, receiving, quality control, storage, and professionals, and guards, supervisors and confidential employees as defined in the Act.",417
"Rising Ground",02-RC-265712,R,Yonkers,,09/04/2020,8,,"Region 02, New York, New York",NY,Open,,"Included:
All full time and regular part time Direct Support Professionals employed by the
Employer at its facility located at 600B Depeyster Street, Yonkers NY.

Excluded:
All other employees, including per-diem employees, professional employees,
supervisors and guards as defined by the Act.


",
"Lockport Rehab and Health Care Center",03-RC-267049,R,Lockport,,10/05/2020,15,,"Region 03, Buffalo, New York",NY,Open,,"All full-time, part-time, and per diem Technical Employees employees employed by the Employer.  Excluded:  All other employees, guards, supervisors under the Act.",
"Rieth-Riley Construction Co., Inc.",07-RD-264330,R,"Grand Rapids, Kalamazoo, Petoskey, Lansing",,08/07/2020,161,,"Region 07, Detroit, Michigan",MI,Open,,"Included:  All full and regular part-time asphalt plant employees, paving and grading employees in Michigan

Excluded:  Guards and Supervisors",
"Planned Lifestyle Services",22-RC-266171,R,Weehawken,,09/16/2020,6,,"Region 22, Newark, New Jersey",NJ,Open,,"Included:  All full-time and regular part-time Concierge/ Door-persons employed at Hamilton Cove.

Excluded:  All other employees, office employees, supervisors and guards as defined in the Act.",
"MERS Goodwill Industries",14-RD-266711,R,Festus,,09/28/2020,25,,"Region 14, Saint Louis, Missouri",MO,Open,"United Food & Commercial Workers Local 655","All full-time and regular part-time Retail Associates employed by the Employer at its facility located at 1255 N. Truman Boulevard, Festus, Missouri, but EXCLUDING office clerical employees, professional employees, guards and supervisors as defined in the Act.",17
"3067 Orange Ave, LLC dba Anaheim Crest Nursing Center",21-RC-264740,R,Anaheim,,08/14/2020,65,,"Region 21, Los Angeles, California",CA,Open,"Service Employees International Union, Local 2015","Included:  All full-time, regular part-time and on call CNAs; RNAs; Cooks; Dietary Aides; Dishwashers; Janitors; Housekeeping employees; Laundry employees; and Activities employees

Excluded: All other employees, managers, security guards, and supervisors as defined by the Act.",64
"The Riverview Nursing Facility, LLC d/b/a The Riverview Care Center",14-RC-265356,R,"Saint Louis",,08/28/2020,60,,"Region 14, Saint Louis, Missouri",MO,Open,"SEIU Healthcare Missouri-Kansas, a division of SEIU Healthcare Illinois/Indiana","Included:  All full-time and regular part-time cooks, activity assistants, deitary aides, licensed practical nurses (LPNs), graduate practical nurses (GPNs), certified medication technicians (CMTs), restorative aides (RAs), certified nursing assistants (CNAs), housekeepers, laundry aides, and maintenance employees employed by the Employer. Excluded:  registered nurses (RNs), receptionists, medical records secretary/central supply clerk, office clericals and professional employees, and guards and supervisors as defined by the Act.",57
"United Scrap Metal PA, LLC",04-RC-267642,R,Philadelphia,,10/15/2020,20,,"Region 04, Philadelphia, Pennsylvania",PA,Open,"Laborers' International Union of North America, Local 57","Included: All full time and regular part time unskilled laborers, press operators, shear operators, welders, burners and hoist operators.

Excluded: All other employees, supervisors and guards as defined by the Act.",27
"Douglas Emmett Management, LLC",31-RM-264415,R,"Woodland Hills",,08/10/2020,18,,"Region 31, Los Angeles, California",CA,Open,,"Included: All full-time engineers and preventative maintenance engineers employed by the Employer at: 6300 Canoga Ave.,Woodland Hills, CA, 6320 Canoga Ave., Woodland Hills, CA, 21300 Victory Blvd., Woodland Hills, CA, 21550 Oxnard St., Woodland Hills, CA, 21650 Oxnard St., Woodland Hills, CA, 21700 Oxnard St., Woodland Hills, CA, 21800 Oxnard St., Woodland Hills, CA.

Excluded: All other employees, janitorial employees, porters, office clerical employees, guards, and supervisors as defined in the
Act, as amended.",
"AMAZON.COM SERVICES LLC",10-RC-269250,R,Bessemer,,11/20/2020,1500,,"Region 10, Atlanta, Georgia",AL,Open,,"Included: All hourly full-time and regular part-time fulfillment center employees including leads and
learning ambassadors.

Excluded: All truck drivers, seasonal employees, temporary employees, clerical employees, professional
employees, managerial employees, engineering employees, maintenance employees, robotics
employees, information technology employees and all supervisors as defined by the Act.",5867
"Museum of Jewish Heritage",02-RC-267888,R,"New York",01/07/2021,10/21/2020,28,"Certific. of Representative","Region 02, New York, New York",NY,Open,"District Council 37, AFSCME, AFL-CIO","Included: Assistant Registration, Preparator, Collection & Exhibit Assistant, Collection Projection Manager, Director of Data Operations, Development Database Coordinator, Manager of Speaker Bureau, Manager of School & Teacher Program, Director of Curriculum & Instruction, Senior Director for Education, Manager of Gallery Education, Manager of Visitors Services, Assistant Manager of Visitor Services, Senior Manager for Membership Initiatives, Visitor Service Representative, Lead Operations Assistant, Operations Coordinator, Social Media Coordinator, Manager of Public Programs, Senior Manager for Communications, Director of Donor Engagement, Director of Individual Giving, Manager of the Gallery, Controller, Accountant, Manager of Information Technology, Network Systems Administrator Excluded: All supervisors, confidential employees, and guards as defined by the Act",26
"Brightview Landscapes, LLC",29-RC-268653,R,Oceanside,,11/06/2020,125,,"Region 29, Brooklyn, New York",NY,Open,,"Included: All Full Time and Regular Part Time maintenance and landscaping employees, including but not limited to crew leaders, landscapers and gardeners employed by the Employer at its Oceanside, New York facility. Excluded: All production managers, enhancement managers, specialty services managers, account managers, administrative employees, sales employees, per diem/casual employees, managerial employees, guards and supervisors as defined in the Act.",
"Brooklyn Friends School",29-UC-264769,R,Brooklyn,,08/18/2020,200,,"Region 29, Brooklyn, New York",NY,Open,,"Included: All full-time and regular part-time employees of the Brooklyn Friends School. Excluded: Managers, confidential employees and guards and supervisors as defined by the Act.",
"Air Liquide Advanced Technologies U.S. LLC",04-RC-266637,R,"New Castle",,09/04/2020,75,,"Region 04, Philadelphia, Pennsylvania",DE,Open,,,
"American Steel Construction",07-RC-269162,R,Livonia,,11/18/2020,8,,"Region 07, Detroit, Michigan",MI,Open,,"Included: Full time and regular part time journeyman and apprentice field ironworkers

Excluded: All others including clerical, professional, guards and supervisors under the act",
"Lockport Rehab and Health Care Center",03-RC-267061,R,Lockport,,10/05/2020,67,,"Region 03, Buffalo, New York",NY,Open,,"Included:  All full-time, part-time and per diem Service and Maintenance Employees.

Excluded:  All other employees, guards, and supervisors.",
"National Association of County and City Health Officials (NACCHO)",05-RC-269817,R,Washington,,12/07/2020,71,,"Region 05, Baltimore, Maryland",DC,Open,,"Included: All full-time and regular part-time employees employed by the Employer.  Excluded: All confidential employees, managers, guards, and supervisors as defined by the Act.",
"Pyramid Baltimore Mgt. LLC d/b/a Residence Inn by Marriott at the Johns Hopkins Medical Campus",05-RC-268024,R,Baltimore,,10/23/2020,28,,"Region 05, Baltimore, Maryland",MD,Open,,"Included: All regular full-time and regular part-time hotel service, housekeeping, food and
beverage, laundry and maintenance employees (including room cleaners, housepersons, kitchen
employees, cooks, servers, runners, bartenders, cashiers, hosts, laundry workers, engineering and parking
employees) employed by the Employer at the Hotel
Excluded: secretarial, office clerical, front desk, sales employees and all managers, supervisors,
and guards as defined in the National Labor Relations Act.",
"D.O. Productions, LLC",22-RM-270677,R,Lodi,,12/23/2020,79,,"Region 22, Newark, New Jersey",NJ,Open,,"Maintenance Coordinator, First Class Mechanic – Lead, First Class Mechanic, Mechanic, Shutdown Helper 2, Shutdown Helper 1, Working Foreman (Sanitation, Processing, Packaging), Sheeter Operator, Cheese Operator, Pepperoni Operator, Dough Mixer, Sauce Maker, Machine Operator, Machine Operator Lead, Sanitor/Porter, QC Technician, QC Tech Start Up, Warehouse Worker, Warehouse Worker Lead, General Production/Machine Operator Relief, Langan Feeder, General Production Worker.

Excluded:  All other Employees.
",
